Number of Records,Franchise ID,Lg ID,Name First,Name Given,Name Last,playerID (Master.csv),Player ID,Pos Team ID,Starting Pos,Team ID,Year ID
1,SFG,NL,Matt,Matthew Derrick,Williams,willima04,willima04,SFN,5,SFN,1994
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,6,SLN,1994
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1994
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,8,SDN,1994
1,ATL,NL,David,David Christopher,Justice,justida01,justida01,ATL,9,ATL,1994
1,WSN,NL,Moises,Moises Rojas,Alou,aloumo01,aloumo01,MON,,MON,1994
1,HOU,NL,Jeff,Jeffrey Robert,Bagwell,bagweje01,bagweje01,HOU,,HOU,1994
1,SFG,NL,Rod,Rodney Roy,Beck,beckro01,beckro01,SFN,,SFN,1994
1,COL,NL,Dante,Alphonse Dante,Bichette,bicheda01,bicheda01,COL,,COL,1994
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,,HOU,1994
1,HOU,NL,Ken,Kenneth Gene,Caminiti,caminke01,caminke01,HOU,,HOU,1994
1,FLO,NL,Jeff,Jeffrey Guy,Conine,coninje01,coninje01,FLO,,FLO,1994
1,WSN,NL,Wil,Wilfredo,Cordero,cordewi01,cordewi01,MON,,MON,1994
1,HOU,NL,Doug,Douglas Dean,Drabek,drabedo01,drabedo01,HOU,,HOU,1994
1,PHI,NL,Lenny,Leonard Kyle,Dykstra,dykstle01,dykstle01,PHI,,PHI,1994
1,WSN,NL,Darrin,Darrin Glen,Fletcher,fletcda01,fletcda01,MON,,MON,1994
1,PIT,NL,Carlos,Carlos Jesus,Garcia,garcica01,garcica01,PIT,,PIT,1994
1,WSN,NL,Marquis,Marquis Deon,Grissom,grissma02,grissma02,MON,,MON,1994
1,WSN,NL,Ken,Kenneth Wade,Hill,hillke01,hillke01,MON,,MON,1994
1,HOU,NL,John,John Raymond,Hudek,hudekjo01,hudekjo01,HOU,,HOU,1994
1,PHI,NL,Danny,Danny Lynn,Jackson,jacksda02,jacksda02,PHI,,PHI,1994
1,PHI,NL,Doug,Douglas Reid,Jones,jonesdo01,jonesdo01,PHI,,PHI,1994
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,,CIN,1994
1,ATL,NL,Fred,Frederick Stanley,McGriff,mcgrifr01,mcgrifr01,ATL,,ATL,1994
1,CHC,NL,Randy,Randall Kirk,Myers,myersra01,myersra01,CHN,,CHN,1994
1,CIN,NL,Jose,Jose Antonio,Rijo,rijojo01,rijojo01,CIN,,CIN,1994
1,NYM,NL,Bret,Bret William,Saberhagen,saberbr01,saberbr01,NYN,,NYN,1994
1,SEA,AL,Randy,Randall David,Johnson,johnsra05,johnsra05,SEA,1,SEA,1995
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1995
1,CHW,AL,Frank,Frank Edward,Thomas,thomafr04,thomafr04,CHA,3,CHA,1995
1,CLE,AL,Carlos,Carlos Obed,Baerga,baergca01,baergca01,CLE,4,CLE,1995
1,NYY,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,NYA,5,NYA,1995
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1995
1,CLE,AL,Albert,Albert Jojuan,Belle,belleal01,belleal01,CLE,7,CLE,1995
1,CLE,AL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,CLE,8,CLE,1995
1,MIN,AL,Kirby,Kirby,Puckett,puckeki01,puckeki01,MIN,9,MIN,1995
1,SEA,AL,Edgar,Edgar,Martinez,martied01,martied01,SEA,10,SEA,1995
1,TOR,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,TOR,,TOR,1995
1,KCR,AL,Kevin,Robert Kevin,Appier,appieke01,appieke01,KCA,,KCA,1995
1,ANA,AL,Gary,Gary Thomas,Disarcina,disarga01,disarga01,CAL,,CAL,1995
1,ANA,AL,Jim,James Patrick,Edmonds,edmonji01,edmonji01,CAL,,CAL,1995
1,ANA,AL,Chuck,Charles Edward,Finley,finlech01,finlech01,CAL,,CAL,1995
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,,SEA,1995
1,BOS,AL,Erik,Erik Brian,Hanson,hansoer01,hansoer01,BOS,,BOS,1995
1,CLE,AL,Dennis,Jose Dennis,Martinez,martide01,martide01,CLE,,CLE,1995
1,SEA,AL,Tino,Constantino,Martinez,martiti02,martiti02,SEA,,SEA,1995
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,,OAK,1995
1,CLE,AL,Jose,Jose Ramon Nova,Mesa,mesajo01,mesajo01,CLE,,CLE,1995
1,NYY,AL,Paul,Paul Andrew,O'Neill,oneilpa01,oneilpa01,NYA,,NYA,1995
1,OAK,AL,Steve,Steven,Ontiveros,ontivst02,ontivst02,OAK,,OAK,1995
1,CLE,AL,Manny,Manuel Aristides,Ramirez,ramirma02,ramirma02,CLE,,CLE,1995
1,TEX,AL,Kenny,Kenneth Scott,Rogers,rogerke01,rogerke01,TEX,,TEX,1995
1,MIL,AL,Kevin,Kevin Lee,Seitzer,seitzke01,seitzke01,ML4,,ML4,1995
1,ANA,AL,Lee,Lee Arthur,Smith,smithle02,smithle02,CAL,,CAL,1995
1,NYY,AL,Mike,Robert Michael,Stanley,stanlmi02,stanlmi02,NYA,,NYA,1995
1,BOS,AL,Mo,Maurice Samuel,Vaughn,vaughmo01,vaughmo01,BOS,,BOS,1995
1,DET,AL,David,David Lee,Wells,wellsda01,wellsda01,DET,,DET,1995
1,LAD,NL,Hideo,Hideo,Nomo,nomohi01,nomohi01,LAN,1,LAN,1995
1,LAD,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,LAN,2,LAN,1995
1,ATL,NL,Fred,Frederick Stanley,McGriff,mcgrifr01,mcgrifr01,ATL,3,ATL,1995
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,4,HOU,1995
1,COL,NL,Vinny,Vinicio,Castilla,castivi02,castivi02,COL,5,COL,1995
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,6,CIN,1995
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1995
1,PHI,NL,Lenny,Leonard Kyle,Dykstra,dykstle01,dykstle01,PHI,8,PHI,1995
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,9,SDN,1995
1,CIN,NL,Ron,Ronald Edwin,Gant,gantro01,gantro01,CIN,10,CIN,1995
1,COL,NL,Dante,Alphonse Dante,Bichette,bicheda01,bicheda01,COL,,COL,1995
1,NYM,NL,Bobby,Roberto Martin Antonio,Bonilla,bonilbo01,bonilbo01,NYN,,NYN,1995
1,FLO,NL,Jeff,Jeffrey Guy,Conine,coninje01,coninje01,FLO,,FLO,1995
1,PHI,NL,Darren,Darren Arthur,Daulton,daultda01,daultda01,PHI,,PHI,1995
1,CHC,NL,Mark,Mark Eugene,Grace,gracema01,gracema01,CHN,,CHN,1995
1,PHI,NL,Tyler,Tyler Scott,Green,greenty01,greenty01,PHI,,PHI,1995
1,STL,NL,Tom,Thomas Anthony,Henke,henketo01,henketo01,SLN,,SLN,1995
1,ATL,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,ATL,,ATL,1995
1,LAD,NL,Raul,Raul Ramon,Mondesi,mondera01,mondera01,LAN,,LAN,1995
1,PHI,NL,Mickey,Michael Robert,Morandini,moranmi01,moranmi01,PHI,,PHI,1995
1,CHC,NL,Randy,Randall Kirk,Myers,myersra01,myersra01,CHN,,CHN,1995
1,PIT,NL,Denny,Dennis Edward,Neagle,neaglde01,neaglde01,PIT,,PIT,1995
1,LAD,NL,Jose,Jose Antonio,Offerman,offerjo01,offerjo01,LAN,,LAN,1995
1,WSN,NL,Carlos,Carlos Gross,Perez,perezca01,perezca01,MON,,MON,1995
1,CIN,NL,Reggie,Reginald Laverne,Sanders,sandere02,sandere02,CIN,,CIN,1995
1,PHI,NL,Heathcliff,Heath,Slocumb,slocuhe01,slocuhe01,PHI,,PHI,1995
1,CIN,NL,John,John Patrick,Smiley,smilejo01,smilejo01,CIN,,CIN,1995
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,,SLN,1995
1,CHC,NL,Sammy,Samuel Peralta,Sosa,sosasa01,sosasa01,CHN,,CHN,1995
1,SFG,NL,Matt,Matthew Derrick,Williams,willima04,willima04,SFN,,SFN,1995
1,LAD,NL,Todd,Todd Roland,Worrell,worreto01,worreto01,LAN,,LAN,1995
1,CLE,AL,Charles,Charles Harrison,Nagy,nagych01,nagych01,CLE,1,CLE,1996
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1996
1,BOS,AL,Mo,Maurice Samuel,Vaughn,vaughmo01,vaughmo01,BOS,3,BOS,1996
1,BAL,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,BAL,4,BAL,1996
1,NYY,AL,Wade,Wade Anthony,Boggs,boggswa01,boggswa01,NYA,5,NYA,1996
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,6,BAL,1996
1,CLE,AL,Albert,Albert Jojuan,Belle,belleal01,belleal01,CLE,7,CLE,1996
1,CLE,AL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,CLE,8,CLE,1996
1,BAL,AL,Brady,Brady Kevin,Anderson,anderbr01,anderbr01,BAL,9,BAL,1996
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,,CLE,1996
1,SEA,AL,Jay,Jay Campbell,Buhner,buhneja01,buhneja01,SEA,,SEA,1996
1,TOR,AL,Joe,Joseph Chris,Carter,cartejo01,cartejo01,TOR,,TOR,1996
1,ANA,AL,Chuck,Charles Edward,Finley,finlech01,finlech01,CAL,,CAL,1996
1,DET,AL,Travis,David Travis,Fryman,frymatr01,frymatr01,DET,,DET,1996
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,,SEA,1996
1,CHW,AL,Roberto,Roberto Manuel,Hernandez,hernaro01,hernaro01,CHA,,CHA,1996
1,MIN,AL,Chuck,Edward Charles,Knoblauch,knoblch01,knoblch01,MIN,,MIN,1996
1,SEA,AL,Edgar,Edgar,Martinez,martied01,martied01,SEA,,SEA,1996
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,,OAK,1996
1,CLE,AL,Jose,Jose Ramon Nova,Mesa,mesajo01,mesajo01,CLE,,CLE,1996
1,KCR,AL,Jeff,Jeffrey Thomas,Montgomery,montgje01,montgje01,KCA,,KCA,1996
1,TEX,AL,Roger,Roger Allen,Pavlik,pavliro01,pavliro01,TEX,,TEX,1996
1,ANA,AL,Troy,Troy Eugene,Percival,percitr01,percitr01,CAL,,CAL,1996
1,NYY,AL,Andy,Andrew Eugene,Pettitte,pettian01,pettian01,NYA,,NYA,1996
1,SEA,AL,Alex,Alexander Enmanuel,Rodriguez,rodrial01,rodrial01,SEA,,SEA,1996
1,CHW,AL,Frank,Frank Edward,Thomas,thomafr04,thomafr04,CHA,,CHA,1996
1,MIL,AL,Greg,Gregory Lamont,Vaughn,vaughgr01,vaughgr01,ML4,,ML4,1996
1,NYY,AL,John,John Karl,Wetteland,wettejo01,wettejo01,NYA,,NYA,1996
1,SEA,AL,Dan,Daniel Allen,Wilson,wilsoda01,wilsoda01,SEA,,SEA,1996
1,ATL,NL,John,John Andrew,Smoltz,smoltjo01,smoltjo01,ATL,1,ATL,1996
1,LAD,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,LAN,2,LAN,1996
1,ATL,NL,Fred,Frederick Stanley,McGriff,mcgrifr01,mcgrifr01,ATL,3,ATL,1996
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,4,HOU,1996
1,ATL,NL,Chipper,Larry Wayne,Jones,jonesch06,jonesch06,ATL,5,ATL,1996
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,6,CIN,1996
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1996
1,NYM,NL,Lance,Kenneth Lance,Johnson,johnsla03,johnsla03,NYN,8,NYN,1996
1,COL,NL,Dante,Alphonse Dante,Bichette,bicheda01,bicheda01,COL,9,COL,1996
1,HOU,NL,Jeff,Jeffrey Robert,Bagwell,bagweje01,bagweje01,HOU,,HOU,1996
1,PHI,NL,Ricky,Ricky Paul,Bottalico,bottari01,bottari01,PHI,,PHI,1996
1,FLO,NL,Kevin,James Kevin,Brown,brownke01,brownke01,FLO,,FLO,1996
1,COL,NL,Ellis,Ellis Rena,Burks,burksel01,burksel01,COL,,COL,1996
1,SDP,NL,Ken,Kenneth Gene,Caminiti,caminke01,caminke01,SDN,,SDN,1996
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,,ATL,1996
1,WSN,NL,Mark,Mark James,Grudzielanek,grudzma01,grudzma01,MON,,MON,1996
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,,SDN,1996
1,NYM,NL,Todd,Todd Randolph,Hundley,hundlto01,hundlto01,NYN,,NYN,1996
1,PIT,NL,Jason,Jason Daniel,Kendall,kendaja01,kendaja01,PIT,,PIT,1996
1,FLO,NL,Al,Alois Terry,Leiter,leiteal01,leiteal01,FLO,,FLO,1996
1,ATL,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,ATL,,ATL,1996
1,WSN,NL,Pedro,Pedro Jaime,Martinez,martipe02,martipe02,MON,,MON,1996
1,WSN,NL,Henry,Henry Anderson,Rodriguez,rodrihe02,rodrihe02,MON,,MON,1996
1,FLO,NL,Gary,Gary Antonian,Sheffield,sheffga01,sheffga01,FLO,,FLO,1996
1,STL,NL,Ozzie,Osborne Earl,Smith,smithoz01,smithoz01,SLN,,SLN,1996
1,CHC,NL,Steve,Stephen Christopher,Trachsel,trachst01,trachst01,CHN,,CHN,1996
1,SFG,NL,Matt,Matthew Derrick,Williams,willima04,willima04,SFN,,SFN,1996
1,ATL,NL,Mark,Mark Edward,Wohlers,wohlema01,wohlema01,ATL,,ATL,1996
1,LAD,NL,Todd,Todd Roland,Worrell,worreto01,worreto01,LAN,,LAN,1996
1,COL,NL,Eric,Eric Orlando,Young,younger01,younger01,COL,,COL,1996
1,SEA,AL,Randy,Randall David,Johnson,johnsra05,johnsra05,SEA,1,SEA,1997
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1997
1,NYY,AL,Tino,Constantino,Martinez,martiti02,martiti02,NYA,3,NYA,1997
1,BAL,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,BAL,4,BAL,1997
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,5,BAL,1997
1,SEA,AL,Alex,Alexander Enmanuel,Rodriguez,rodrial01,rodrial01,SEA,6,SEA,1997
1,BAL,AL,Brady,Brady Kevin,Anderson,anderbr01,anderbr01,BAL,7,BAL,1997
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1997
1,NYY,AL,Paul,Paul Andrew,O'Neill,oneilpa01,oneilpa01,NYA,9,NYA,1997
1,SEA,AL,Edgar,Edgar,Martinez,martied01,martied01,SEA,10,SEA,1997
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,,CLE,1997
1,CHW,AL,Albert,Albert Jojuan,Belle,belleal01,belleal01,CHA,,CHA,1997
1,MIL,AL,Jeff,Jeffrey Howard,Cirillo,cirilje01,cirilje01,ML4,,ML4,1997
1,TOR,AL,Roger,William Roger,Clemens,clemero02,clemero02,TOR,,TOR,1997
1,NYY,AL,David,David Brian,Cone,coneda01,coneda01,NYA,,NYA,1997
1,SEA,AL,Joey,Jose Manuel,Cora,corajo01,corajo01,SEA,,SEA,1997
1,ANA,AL,Jason,Jason Royce,Dickson,dicksja01,dicksja01,ANA,,ANA,1997
1,BOS,AL,Nomar,Anthony Nomar,Garciaparra,garcino01,garcino01,BOS,,BOS,1997
1,TOR,AL,Pat,Patrick George,Hentgen,hentgpa01,hentgpa01,TOR,,TOR,1997
1,CLE,AL,David,David Christopher,Justice,justida01,justida01,CLE,,CLE,1997
1,MIN,AL,Chuck,Edward Charles,Knoblauch,knoblch01,knoblch01,MIN,,MIN,1997
1,OAK,AL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,OAK,,OAK,1997
1,BAL,AL,Mike,Michael Cole,Mussina,mussimi01,mussimi01,BAL,,BAL,1997
1,BAL,AL,Randy,Randall Kirk,Myers,myersra01,myersra01,BAL,,BAL,1997
1,NYY,AL,Mariano,Mariano,Rivera,riverma01,riverma01,NYA,,NYA,1997
1,KCR,AL,Jose,Jose Antonio,Rosado,rosadjo01,rosadjo01,KCA,,KCA,1997
1,CHW,AL,Frank,Frank Edward,Thomas,thomafr04,thomafr04,CHA,,CHA,1997
1,CLE,AL,Jim,James Howard,Thome,thomeji01,thomeji01,CLE,,CLE,1997
1,DET,AL,Justin,Justin Willard,Thompson,thompju02,thompju02,DET,,DET,1997
1,NYY,AL,Bernie,Bernabe,Williams,willibe02,willibe02,NYA,,NYA,1997
1,ATL,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,ATL,1,ATL,1997
1,LAD,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,LAN,2,LAN,1997
1,HOU,NL,Jeff,Jeffrey Robert,Bagwell,bagweje01,bagweje01,HOU,3,HOU,1997
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,4,HOU,1997
1,SDP,NL,Ken,Kenneth Gene,Caminiti,caminke01,caminke01,SDN,5,SDN,1997
1,ATL,NL,Jeff,Jeffrey Michael,Blauser,blausje01,blausje01,ATL,6,ATL,1997
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1997
1,STL,NL,Ray,Raymond Lewis,Lankford,lankfra01,lankfra01,SLN,8,SLN,1997
1,COL,NL,Larry,Larry Kenneth Robert,Walker,walkela01,walkela01,COL,9,COL,1997
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,10,SDN,1997
1,FLO,NL,Moises,Moises Rojas,Alou,aloumo01,aloumo01,FLO,,FLO,1997
1,SFG,NL,Rod,Rodney Roy,Beck,beckro01,beckro01,SFN,,SFN,1997
1,FLO,NL,Kevin,James Kevin,Brown,brownke01,brownke01,FLO,,FLO,1997
1,STL,NL,Royce,Royce Spencer,Clayton,claytro01,claytro01,SLN,,SLN,1997
1,SFG,NL,Shawn,Aaron Shawn,Estes,estessh01,estessh01,SFN,,SFN,1997
1,SDP,NL,Steve,Steven Allen,Finley,finlest01,finlest01,SDN,,SDN,1997
1,COL,NL,Andres,Andres Jose,Galarraga,galaran01,galaran01,COL,,COL,1997
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,,ATL,1997
1,CHC,NL,Mark,Mark Eugene,Grace,gracema01,gracema01,CHN,,CHN,1997
1,NYM,NL,Todd,Todd Randolph,Hundley,hundlto01,hundlto01,NYN,,NYN,1997
1,FLO,NL,Charles,Charles Edward,Johnson,johnsch04,johnsch04,FLO,,FLO,1997
1,NYM,NL,Bobby,Robert Joseph,Jones,jonesbo03,jonesbo03,NYN,,NYN,1997
1,ATL,NL,Chipper,Larry Wayne,Jones,jonesch06,jonesch06,ATL,,ATL,1997
1,HOU,NL,Darryl,Darryl Andrew,Kile,kileda01,kileda01,HOU,,HOU,1997
1,CIN,NL,Barry,Barry Louis,Larkin,larkiba01,larkiba01,CIN,,CIN,1997
1,ATL,NL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,ATL,,ATL,1997
1,ATL,NL,Javy,Javier,Lopez,lopezja01,lopezja01,ATL,,ATL,1997
1,WSN,NL,Pedro,Pedro Jaime,Martinez,martipe02,martipe02,MON,,MON,1997
1,ATL,NL,Denny,Dennis Edward,Neagle,neaglde01,neaglde01,ATL,,ATL,1997
1,PHI,NL,Curt,Curtis Montague,Schilling,schilcu01,schilcu01,PHI,,PHI,1997
1,PIT,NL,Tony,Anthony Darrell,Womack,womacto01,womacto01,PIT,,PIT,1997
1,NYY,AL,David,David Lee,Wells,wellsda01,wellsda01,NYA,1,NYA,1998
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1998
1,CLE,AL,Jim,James Howard,Thome,thomeji01,thomeji01,CLE,3,CLE,1998
1,BAL,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,BAL,4,BAL,1998
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,5,BAL,1998
1,SEA,AL,Alex,Alexander Enmanuel,Rodriguez,rodrial01,rodrial01,SEA,6,SEA,1998
1,CLE,AL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,CLE,7,CLE,1998
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1998
1,TEX,AL,Juan,Juan Alberto,Gonzalez,gonzaju03,gonzaju03,TEX,9,TEX,1998
1,CLE,AL,Sandy,Santos,Alomar,alomasa02,alomasa02,CLE,,CLE,1998
1,TBD,AL,Rolando,Luis Rolando,Arrojo,arrojro01,arrojro01,TBA,,TBA,1998
1,NYY,AL,Scott,Scott David,Brosius,brosisc01,brosisc01,NYA,,NYA,1998
1,TOR,AL,Roger,William Roger,Clemens,clemero02,clemero02,TOR,,TOR,1998
1,CLE,AL,Bartolo,Bartolo,Colon,colonba01,colonba01,CLE,,CLE,1998
1,CHW,AL,Ray,Ray,Durham,durhara01,durhara01,CHA,,CHA,1998
1,DET,AL,Damion,Jacinto Damion,Easley,easleda01,easleda01,DET,,DET,1998
1,ANA,AL,Darin,Darin Charles,Erstad,erstada01,erstada01,ANA,,ANA,1998
1,BOS,AL,Tom,Thomas,Gordon,gordoto01,gordoto01,BOS,,BOS,1998
1,OAK,AL,Ben,Benjamin,Grieve,grievbe01,grievbe01,OAK,,OAK,1998
1,NYY,AL,Derek,Derek Sanderson,Jeter,jeterde01,jeterde01,NYA,,NYA,1998
1,BOS,AL,Pedro,Pedro Jaime,Martinez,martipe02,martipe02,BOS,,BOS,1998
1,NYY,AL,Paul,Paul Andrew,O'Neill,oneilpa01,oneilpa01,NYA,,NYA,1998
1,KCR,AL,Dean,Dean William,Palmer,palmede01,palmede01,KCA,,KCA,1998
1,BAL,AL,Rafael,Rafael,Palmeiro,palmera01,palmera01,BAL,,BAL,1998
1,ANA,AL,Troy,Troy Eugene,Percival,percitr01,percitr01,ANA,,ANA,1998
1,MIN,AL,Brad,Brad William,Radke,radkebr01,radkebr01,MIN,,MIN,1998
1,CLE,AL,Manny,Manuel Aristides,Ramirez,ramirma02,ramirma02,CLE,,CLE,1998
1,TEX,AL,Aaron,Aaron Helmer,Sele,seleaa01,seleaa01,TEX,,TEX,1998
1,BOS,AL,Mo,Maurice Samuel,Vaughn,vaughmo01,vaughmo01,BOS,,BOS,1998
1,CLE,AL,Omar,Omar Enrique,Vizquel,vizquom01,vizquom01,CLE,,CLE,1998
1,TEX,AL,John,John Karl,Wetteland,wettejo01,wettejo01,TEX,,TEX,1998
1,NYY,AL,Bernie,Bernabe,Williams,willibe02,willibe02,NYA,,NYA,1998
1,ATL,NL,Greg,Gregory Alan,Maddux,maddugr01,maddugr01,ATL,1,ATL,1998
1,NYM,NL,Mike,Michael Joseph,Piazza,piazzmi01,piazzmi01,NYN,2,NYN,1998
1,STL,NL,Mark,Mark David,McGwire,mcgwima01,mcgwima01,SLN,3,SLN,1998
1,HOU,NL,Craig,Craig Alan,Biggio,biggicr01,biggicr01,HOU,4,HOU,1998
1,ATL,NL,Chipper,Larry Wayne,Jones,jonesch06,jonesch06,ATL,5,ATL,1998
1,ATL,NL,Walt,Walter William,Weiss,weisswa01,weisswa01,ATL,6,ATL,1998
1,SFG,NL,Barry,Barry Lamar,Bonds,bondsba01,bondsba01,SFN,7,SFN,1998
1,COL,NL,Larry,Larry Kenneth Robert,Walker,walkela01,walkela01,COL,8,COL,1998
1,SDP,NL,Tony,Anthony Keith,Gwynn,gwynnto01,gwynnto01,SDN,9,SDN,1998
1,HOU,NL,Moises,Moises Rojas,Alou,aloumo01,aloumo01,HOU,,HOU,1998
1,SDP,NL,Andy,Andrew Jason,Ashby,ashbyan01,ashbyan01,SDN,,SDN,1998
1,COL,NL,Dante,Alphonse Dante,Bichette,bicheda01,bicheda01,COL,,COL,1998
1,CIN,NL,Bret,Bret Robert,Boone,boonebr01,boonebr01,CIN,,CIN,1998
1,SDP,NL,Kevin,James Kevin,Brown,brownke01,brownke01,SDN,,SDN,1998
1,COL,NL,Vinny,Vinicio,Castilla,castivi02,castivi02,COL,,COL,1998
1,ATL,NL,Andres,Andres Jose,Galarraga,galaran01,galaran01,ATL,,ATL,1998
1,ATL,NL,Tom,Thomas Michael,Glavine,glavito02,glavito02,ATL,,ATL,1998
1,SDP,NL,Trevor,Trevor William,Hoffman,hoffmtr01,hoffmtr01,SDN,,SDN,1998
1,PIT,NL,Jason,Jason Daniel,Kendall,kendaja01,kendaja01,PIT,,PIT,1998
1,ATL,NL,Javy,Javier,Lopez,lopezja01,lopezja01,ATL,,ATL,1998
1,SFG,NL,Robb,Robert Allen,Nen,nenro01,nenro01,SFN,,SFN,1998
1,NYM,NL,Rick,Richard Allen,Reed,reedri01,reedri01,NYN,,NYN,1998
1,FLO,NL,Edgar,Edgar Enrique,Renteria,renteed01,renteed01,FLO,,FLO,1998
1,PHI,NL,Curt,Curtis Montague,Schilling,schilcu01,schilcu01,PHI,,PHI,1998
1,LAD,NL,Jeff,Jeffrey Lee,Shaw,shawje01,shawje01,LAN,,LAN,1998
1,LAD,NL,Gary,Gary Antonian,Sheffield,sheffga01,sheffga01,LAN,,LAN,1998
1,CHC,NL,Sammy,Samuel Peralta,Sosa,sosasa01,sosasa01,CHN,,CHN,1998
1,WSN,NL,Ugueth,Ugueth Urtain,Urbina,urbinug01,urbinug01,MON,,MON,1998
1,SDP,NL,Greg,Gregory Lamont,Vaughn,vaughgr01,vaughgr01,SDN,,SDN,1998
1,MIL,NL,Fernando,Fernando,Vina,vinafe01,vinafe01,MIL,,MIL,1998
1,ARI,NL,Devon,Devon Markes,White,whitede03,whitede03,ARI,,ARI,1998
1,BOS,AL,Pedro,Pedro Jaime,Martinez,martipe02,martipe02,BOS,1,BOS,1999
1,TEX,AL,Ivan,Ivan,Rodriguez,rodriiv01,rodriiv01,TEX,2,TEX,1999
1,CLE,AL,Jim,James Howard,Thome,thomeji01,thomeji01,CLE,3,CLE,1999
1,CLE,AL,Roberto,Roberto,Alomar,alomaro01,alomaro01,CLE,4,CLE,1999
1,BAL,AL,Cal,Calvin Edwin,Ripken,ripkeca01,ripkeca01,BAL,5,BAL,1999
1,BOS,AL,Nomar,Anthony Nomar,Garciaparra,garcino01,garcino01,BOS,6,BOS,1999
1,CLE,AL,Kenny,Kenneth,Lofton,loftoke01,loftoke01,CLE,7,CLE,1999
1,SEA,AL,Ken,George Kenneth,Griffey,griffke02,griffke02,SEA,8,SEA,1999
1,CLE,AL,Manny,Manuel Aristides,Ramirez,ramirma02,ramirma02,CLE,9,CLE,1999
1,TEX,AL,Rafael,Rafael,Palmeiro,palmera01,palmera01,TEX,10,TEX,1999
